time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1718030861601149000,124.79914892578125,-0.919510543346405,-0.12037529796361923,0.11687738448381424,0.35545727610588074,0.1362321674823761,-0.3093741536140442,2.4251129627227783
1718030861611113200,124.80911328125,-0.9190456867218018,-0.1204727441072464,0.11644793301820755,0.35676485300064087,0.13487644493579865,-0.3094438910484314,2.422091007232666
1718030861621082400,124.81908227539063,-0.9185392260551453,-0.12057950347661972,0.11640829592943192,0.3580437898635864,0.1342824548482895,-0.3098045885562897,2.4192323684692383
1718030861631047200,124.82904711914063,-0.9180680513381958,-0.12031617015600204,0.11631972342729568,0.3593672513961792,0.13384035229682922,-0.30943432450294495,2.4162890911102295
1718030861641015800,124.83901586914062,-0.917617678642273,-0.11918982118368149,0.11592545360326767,0.36101648211479187,0.13331085443496704,-0.3072550594806671,2.412609338760376
1718030861650896000,124.84889575195312,-0.9172343015670776,-0.11655900627374649,0.11496996134519577,0.363148957490921,0.13262072205543518,-0.3018910586833954,2.407829761505127
1718030861660776000,124.85877587890624,-0.9170522689819336,-0.11193346977233887,0.11289533972740173,0.3657057583332062,0.13110138475894928,-0.2920026183128357,2.401982545852661
1718030861670915000,124.8689150390625,-0.917127251625061,-0.10536175221204758,0.10897321254014969,0.36864805221557617,0.12739408016204834,-0.2771398723125458,2.394994020462036
1718030861680883200,124.87888330078125,-0.9174312949180603,-0.09800512343645096,0.1032487004995346,0.3715568482875824,0.12095122039318085,-0.2594525218009949,2.387777328491211
1718030861690849000,124.88884912109376,-0.9178478717803955,-0.0908740684390068,0.09633946418762207,0.3741869628429413,0.11232423037290573,-0.24124842882156372,2.38100528717041
1718030861700817000,124.89881689453125,-0.9182189106941223,-0.0850103422999382,0.08948864042758942,0.37634968757629395,0.10313964635133743,-0.2253774106502533,2.3753044605255127
1718030861710782700,124.90878271484375,-0.9184823632240295,-0.08115696161985397,0.08381775766611099,0.3778601884841919,0.09494451433420181,-0.21405619382858276,2.3712170124053955
1718030861720750600,124.91875048828125,-0.9185643196105957,-0.07969945669174194,0.08024099469184875,0.37874653935432434,0.08908987045288086,-0.2087121307849884,2.3687586784362793
1718030861730562000,124.92856201171875,-0.9184344410896301,-0.08062585443258286,0.07927300781011581,0.3790692090988159,0.08648926764726639,-0.2097332924604416,2.367830276489258
1718030861740514000,124.93851416015625,-0.9180729985237122,-0.08354339003562927,0.08083925396203995,0.3789821267127991,0.08725201338529587,-0.2163550853729248,2.3680875301361084
1718030861750650400,124.948650390625,-0.9174776077270508,-0.08780848979949951,0.08454873412847519,0.3786503076553345,0.0911078155040741,-0.22710052132606506,2.3691632747650146
1718030861760621300,124.95862133789062,-0.916761040687561,-0.09263613820075989,0.08943399786949158,0.3781128227710724,0.09684285521507263,-0.23977358639240265,2.370891809463501
1718030861770584300,124.96858422851562,-0.9159184694290161,-0.09761819988489151,0.09477909654378891,0.37759900093078613,0.10336996614933014,-0.2530909478664398,2.372689962387085
1718030861780554200,124.97855419921875,-0.9149922728538513,-0.10238736122846603,0.0999327227473259,0.3772524297237396,0.10969027131795883,-0.26588886976242065,2.374145030975342
1718030861790518300,124.98851831054688,-0.9140273332595825,-0.10668031126260757,0.10433177649974823,0.3772111237049103,0.11487231403589249,-0.27726659178733826,2.3748397827148438
1718030861800487700,124.99848779296875,-0.9131131768226624,-0.11039308458566666,0.10756935924291611,0.37744730710983276,0.11819994449615479,-0.28671857714653015,2.374728202819824
1718030861810452000,125.00845190429688,-0.912266731262207,-0.11350831389427185,0.1095767691731453,0.37799227237701416,0.11952212452888489,-0.2941621243953705,2.37369966506958
1718030861820421000,125.01842114257812,-0.9114544987678528,-0.1160600483417511,0.11059610545635223,0.37887901067733765,0.1192517802119255,-0.299844890832901,2.3717164993286133
1718030861830386000,125.02838598632812,-0.9106433987617493,-0.11812546104192734,0.1110178753733635,0.38006576895713806,0.11808789521455765,-0.3041984736919403,2.3689513206481934
1718030861840354600,125.0383544921875,-0.9097756743431091,-0.11977081745862961,0.111273393034935,0.3815513253211975,0.1168084442615509,-0.30767345428466797,2.3655056953430176
1718030861850320000,125.04831982421875,-0.9088295102119446,-0.12104148417711258,0.11156715452671051,0.3833153545856476,0.11577985435724258,-0.3105085790157318,2.361473321914673
1718030861860288000,125.0582880859375,-0.9078217148780823,-0.12200754880905151,0.11179090291261673,0.38532668352127075,0.11475281417369843,-0.3127477169036865,2.356891393661499
1718030861870253800,125.06825390625,-0.9068441390991211,-0.12268691509962082,0.11167392879724503,0.3874410092830658,0.1132478415966034,-0.3141939043998718,2.352015495300293
1718030861880221700,125.0782216796875,-0.905928909778595,-0.12305842339992523,0.11097698658704758,0.3896581828594208,0.11082866042852402,-0.3146151602268219,2.3467910289764404
1718030861890187800,125.08818774414063,-0.9051305651664734,-0.12322208285331726,0.10948983579874039,0.391876220703125,0.10705894976854324,-0.3140121400356293,2.3413867950439453
1718030861900155400,125.0981552734375,-0.9044663906097412,-0.12339311838150024,0.1071193590760231,0.3940052390098572,0.10163123905658722,-0.3126918077468872,2.335960865020752
1718030861910121500,125.10812158203125,-0.9039071798324585,-0.12377071380615234,0.104037344455719,0.3959910273551941,0.09473999589681625,-0.31114640831947327,2.3306546211242676
1718030861920089000,125.11808911132813,-0.9034141302108765,-0.12433997541666031,0.10058818012475967,0.3978247046470642,0.08705887198448181,-0.3096170425415039,2.325575351715088
